#canon data:text/plain;charset=euc-jp,%A1%A2
#scheme data
#path text/plain;charset=euc-jp,%A1%A2

#data
data:text%2Fplain;charset=euc-jp,%A1%A2
#scheme data
#path text%2Fplain;charset=euc-jp,%A1%A2

#data
data:text/pl%61in;charset=euc-jp,%A1%A2
#canon
data:text/plain;charset=euc-jp,%A1%A2
#scheme data
#path text/plain;charset=euc-jp,%A1%A2

#data
data:text/plain%3Bcharset=euc-jp,%A1%A2
#scheme data
#path text/plain%3Bcharset=euc-jp,%A1%A2

#data
data:text/plain;%63harset=euc-jp,%A1%A2
#canon
data:text/plain;charset=euc-jp,%A1%A2
#scheme data
#path text/plain;charset=euc-jp,%A1%A2

#data
data:text/plain;charset%3Deuc-jp,%A1%A2
#scheme data
#path text/plain;charset%3Deuc-jp,%A1%A2

#data
data:text/plain;charset=eu%63-jp,%A1%A2
#canon data:text/plain;charset=euc-jp,%A1%A2
#scheme data
#path text/plain;charset=euc-jp,%A1%A2

#data
data:text/plain;charset=us-ascii%2Cabc
#scheme data
#path text/plain;charset=us-ascii%2Cabc

#data
data:text/plain;charset=iso-8859-8-i,%f9%ec%e5%ed
#scheme data
#path text/plain;charset=iso-8859-8-i,%f9%ec%e5%ed

#data
data:text/plain;charset=UTF-8,%d7%a9%d7%9c%d7%95%d7%9d
#scheme data
#path text/plain;charset=UTF-8,%d7%a9%d7%9c%d7%95%d7%9d

#data
data:,;test
#scheme data
#path ,;test

#data
data:,a+b+c
#scheme data
#path ,a+b+c

#data
data:,a/../b
#scheme data
#path ,a/../b

#data
data:,a/./b
#scheme data
#path ,a/./b

#data
data:text/plain;charset=thing;base64;test
#scheme data
#path text/plain;charset=thing;base64;test

#data
data:text/plain;charset=unknown;base64,test
#scheme data
#path text/plain;charset=unknown;base64,test

#data
data:;charset=,test
#scheme data
#path ;charset=,test

#data
data:application/vnd-xxx-query,select_vcount,fcol_from_fieldtable/local
#scheme data
#path application/vnd-xxx-query,select_vcount,fcol_from_fieldtable/local

#data
data:application/octet-stream;name=filename.dat,abc
#scheme data
#path application/octet-stream;name=filename.dat,abc

#data
data:application/x-unknown;name=filename.dat,abc
#scheme data
#path application/x-unknown;name=filename.dat,abc

#data
data:;base64,
#scheme data
#path ;base64,

#data
data:;base64,hello
#scheme data
#path ;base64,hello

#data
data:text/plain;charset=iso-8859-8-i;base64,+ezl7Q==
#scheme data
#path text/plain;charset=iso-8859-8-i;base64,+ezl7Q==

#data
data:text/plain;charset=UTF-8;base64,16nXnNeV150=
#scheme data
#path text/plain;charset=UTF-8;base64,16nXnNeV150=

#data
data:text/html;base64,VGhpcyBpcyBhIHRlc3QK
#scheme data
#path text/html;base64,VGhpcyBpcyBhIHRlc3QK

#data
data:text/plain;base64,VGhpcyBpcyBhIHRlc3QK!?
#scheme data
#path text/plain;base64,VGhpcyBpcyBhIHRlc3QK!?

#data
data:text/plain;base64,VGhpcyBpcyBhIHRlc3QK!?!?
#scheme data
#path text/plain;base64,VGhpcyBpcyBhIHRlc3QK!?!?

#data
data:text/plain;base64,VGhpcyBpcyBhIHRlc3QK#fragment
#scheme data
#path text/plain;base64,VGhpcyBpcyBhIHRlc3QK#fragment

#data
data:text/plain;base64,VG!h$pcy]BpcyBh[IHRl>c3QK
#canon
data:text/plain;base64,VG!h$pcy]BpcyBh[IHRl%3Ec3QK
#scheme data
#path text/plain;base64,VG!h$pcy]BpcyBh[IHRl%3Ec3QK

#data
data:text/plain,a
bcde
#canon
data:text/plain,abcde
#scheme data
#path
text/plain,abcde

#data
data:,Data%20was:%20'%%%%'
#scheme data
#path ,Data%20was:%20'%%%%'

#data
data:text/plain,abcdefg/ef
#scheme data
#path text/plain,abcdefg/ef

#data
data:text/plain,abcdefg/ef#foo
#scheme data
#path text/plain,abcdefg/ef#foo

#data escaped
data:,\u4e00
#canon
data:,%E4%B8%80
#scheme data
#path
,%E4%B8%80

#data
data:,foo?bar=baz
#scheme data
#path
,foo
#query
bar=baz

#data escaped
data:,foo?bar=baz\u4e00
#canon
data:,foo?bar=baz%E4%B8%80
#scheme data
#path
,foo
#query
bar=baz%E4%B8%80

#data escaped
data:,fo\u0000o
#canon
data:,fo%00o
#scheme data
#path
,fo%00o

#data escaped
data:,fo\u0001o
#canon
data:,fo%01o
#scheme data
#path
,fo%01o

#data escaped
data:,fo\u0008o
#canon
data:,fo%08o
#scheme data
#path
,fo%08o

#data escaped
data:,fo\u0009o
#canon
data:,foo
#scheme data
#path
,foo

#data escaped
data:,fo\u000ao
#canon
data:,foo
#scheme data
#path
,foo

#data escaped
data:,fo\u000bo
#canon
data:,fo%0Bo
#scheme data
#path
,fo%0Bo

#data escaped
data:,fo\u000Co
#canon
data:,fo%0Co
#scheme data
#path
,fo%0Co

#data escaped
data:,fo\u000Do
#canon
data:,foo
#scheme data
#path
,foo

#data escaped
data:,fo\u000Eo
#canon
data:,fo%0Eo
#scheme data
#path
,fo%0Eo

#data escaped
data:,fo\u001Fo
#canon
data:,fo%1Fo
#scheme data
#path
,fo%1Fo

#data escaped
data:,fo\u0020o
#canon
data:,fo%20o
#scheme data
#path
,fo%20o

#data escaped
data:,fo\u0021o
#canon
data:,fo!o
#scheme data
#path
,fo!o

#data escaped
data:,fo\u0022o
#canon
data:,fo%22o
#scheme data
#path
,fo%22o

#data escaped
data:,fo\u0024o
#canon
data:,fo$o
#scheme data
#path
,fo$o

#data escaped
data:,fo\u0025o
#canon
data:,fo%o
#scheme data
#path
,fo%o

#data escaped
data:,fo\u0040o
#canon
data:,fo@o
#scheme data
#path
,fo@o

#data escaped
data:,fo\u0041o
#canon
data:,foAo
#scheme data
#path
,foAo

#data escaped
data:,fo\u005Bo
#canon
data:,fo[o
#scheme data
#path
,fo[o

#data escaped
data:,fo\u005Co
#canon
data:,fo%5Co
#scheme data
#path
,fo%5Co

#data escaped
data:,fo\u005Do
#canon
data:,fo]o
#scheme data
#path
,fo]o

#data escaped
data:,fo\u005Eo
#canon
data:,fo%5Eo
#scheme data
#path
,fo%5Eo

#data escaped
data:,fo\u005Fo
#canon
data:,fo_o
#scheme data
#path
,fo_o

#data escaped
data:,fo\u007Bo
#canon
data:,fo%7Bo
#scheme data
#path
,fo%7Bo

#data escaped
data:,fo\u007Eo
#canon
data:,fo~o
#scheme data
#path
,fo~o

#data escaped
data:,fo\u007Fo
#canon
data:,fo%7Fo
#scheme data
#path
,fo%7Fo

#data escaped
data:,fo\u0080o
#canon
data:,fo%C2%80o
#scheme data
#path
,fo%C2%80o

#data escaped
data:,fo\u00FFo
#canon
data:,fo%C3%BFo
#scheme data
#path
,fo%C3%BFo

#data escaped
data:,fo%00o
#canon
data:,fo%00o
#scheme data
#path
,fo%00o

#data escaped
data:,fo%01o
#canon
data:,fo%01o
#scheme data
#path
,fo%01o

#data escaped
data:,fo%0Ao
#canon
data:,fo%0Ao
#scheme data
#path
,fo%0Ao

#data escaped
data:,fo%20o
#canon
data:,fo%20o
#scheme data
#path
,fo%20o

#data escaped
data:,fo%22o
#canon
data:,fo%22o
#scheme data
#path
,fo%22o

#data escaped
data:,fo%40o
#canon
data:,fo%40o
#scheme data
#path
,fo%40o

#data escaped
data:,fo%50o
#canon
data:,foPo
#scheme data
#path
,foPo

#data escaped
data:,fo%7Eo
#canon
data:,fo~o
#scheme data
#path
,fo~o

#data escaped
data:,fo%7Fo
#canon
data:,fo%7Fo
#scheme data
#path
,fo%7Fo

#data escaped
data:,fo%A0o
#canon
data:,fo%A0o
#scheme data
#path
,fo%A0o

#data escaped
data:,fo%Cdo
#canon
data:,fo%Cdo
#scheme data
#path
,fo%Cdo

#data escaped
data:,fo%FFo
#canon
data:,fo%FFo
#scheme data
#path
,fo%FFo

#data
data://foo
#scheme data
#path
//foo

#data
data:/foo/bar
#scheme data
#path
/foo/bar

#data
#base
data:,
#canon
data:,
#scheme data
#path
,

#data
| #foo
#base
data:,
#invalid 1

#data
foo
#base
data:,
#invalid 1

#data
/foo
#base
data:,
#invalid 1

#data
.
#base
data:,
#invalid 1

#data
?foo
#base
data:,
#invalid 1

#data
//foo
#base
data:,
#invalid 1

#data
./foo/bar
#base data:text/plain,abc
#canon

#data
foo
#base data:text/plain,abc
#canon

#data
,abc
#base
data:,
#invalid 1

#data
text/html,hoge
#base
data:,
#invalid 1
